;		Project-G FieldInform																																																																				
#Record	KDEnMaze	00	09	55 	èP?#?¨€	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 		55 		0 	1 	1 	0 	0 	9 	0 	0 	1 	2 	1 	2 	1 	1 	1 	0 	1 	0 	0 	1 	0 	1 	1 	1 	0 	1 	0 
#Record	KDGoldHill	00	09	56 	èy„È#´z	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 		56 		0 	1 	1 	0 	1 	9 	0 	0 	2 	0 	2 	1 	1 	1 	1 	1 	1 	0 	0 	1 	0 	1 	1 	1 	0 	0 	1 
#Record	KDMDragon	00	09	57 	Ø¨#Æ_	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 		57 		0 	1 	1 	0 	1 	9 	0 	0 	2 	1 	0 	1 	1 	1 	1 	0 	1 	0 	0 	0 	1 	0 	1 	1 	0 	1 	1 
#Record	KDKingkong	00	09	58 	„È?#‘UæÒªUÆb?#??Æh	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 		58 		0 	1 	1 	0 	1 	9 	0 	0 	1 	2 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	1 	0 	1 	1 	0 	1 	1 
;	PK?Map																																																																					
#Record	KDHero	100	103	59 	›…?#??	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	Eld	14618 	13435 		0 	0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		59 		0 	1 	0 	0 	0 	9 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 
#Record	KDHero	200	203	60 	›…?#??	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	Eld	14618 	13435 		0 	0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		60 		0 	1 	0 	0 	0 	9 	0 	0 	1 	2 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 
#Record	KDHero	300	303	61 	›…?#??	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	Eld	14618 	13435 		0 	0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		61 		0 	1 	0 	0 	0 	9 	0 	0 	2 	0 	2 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 
#Record	KDHero	400	403	62 	›…?#??	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	Eld	14618 	13435 		0 	0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		62 		0 	1 	0 	0 	0 	9 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 
#Record	KDHero	500	503	63 	›…?#??	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	Eld	14618 	13435 		0 	0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		63 		0 	1 	0 	0 	0 	9 	0 	0 	1 	2 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 
#Record	KDHero	600	603	64 	›…?#??	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	Eld	14618 	13435 		0 	0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		64 		0 	1 	0 	0 	0 	9 	0 	0 	2 	0 	2 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 
#Record	KDHero	700	703	65 	›…?#??	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	Eld	14618 	13435 		0 	0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		65 		0 	1 	0 	0 	0 	9 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 
#Record	KDHero	800	803	66 	›…?#??	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	1 	0 	0 	0 	Eld	14618 	13435 		0 	0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 		66 		0 	1 	0 	0 	0 	9 	0 	0 	1 	2 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 
#Record	KDHoneying	00	09	67 	¥§™{ﬁY?#∑π?#˛ ≤]	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	0 	0 	0 	0 	Eld	14618 	13435 		0 	0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	1 	0 	1 	0 	0 		67 		0 	1 	0 	0 	0 	9 	0 	0 	2 	0 	2 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 
#Record	KDSpider	00	09	68 	”»◊µ#??	1 	256 	256 	10000 	-	0 	2 	2 	2 	2 	2 	0 	0 	0 	0 	Eld	14618 	13435 		0 	0 	0 	1 	1 	1 	1 	1 	0 	1 	0 	1 	0 	1 	0 	0 		68 		0 	1 	0 	0 	0 	9 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 
#Record	KDHDragon	00	09	69 	?≠´ÃeØ¨#(„‚??)	1 	256 	256 	5000 	-	3 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 		69 		0 	1 	1 	0 	1 	9 	0 	0 	2 	2 	2 	1 	1 	1 	1 	0 	1 	0 	0 	0 	1 	0 	1 	1 	0 	1 	1 
																																																																						
#Record	GuildT01	00	15	70 	∏Jè§?? 01	0 	256 	256 	10000 	-	2 	2 	2 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	1 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	0 	0 		70 		0 	0 	0 	0 	0 	9 	0 	0 	1 	2 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 
#Record	GuildT02	00	15	71 	∏Jè§?? 02	0 	256 	256 	10000 	-	2 	2 	2 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	1 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	0 	0 		71 		0 	0 	0 	0 	0 	9 	0 	0 	2 	0 	2 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 
#Record	GuildT03	00	15	72 	∏Jè§?? 03	0 	256 	256 	10000 	-	2 	2 	2 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	1 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	0 	0 		72 		0 	0 	0 	0 	0 	9 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 
#Record	Fbattle01	-	-	73 	¥¿?? 01	0 	256 	256 	10000 	-	0 	2 	2 	0 	2 	0 	1 	1 	1 	0 	Fbattle01	959	3320		1 	0 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 		73 		0 	0 	0 	0 	0 	9 	0 	0 	1 	2 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 
#Record	Fbattle02	-	-	74 	¥¿?? 02	0 	256 	256 	10000 	-	0 	2 	2 	0 	2 	0 	1 	1 	1 	0 	Fbattle02	3974	4347		1 	0 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 		74 		0 	0 	0 	0 	0 	9 	0 	0 	2 	0 	2 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 
#Record	Fbattle03	-	-	75 	¥¿?? 03	0 	256 	256 	10000 	-	0 	2 	2 	0 	2 	0 	1 	1 	1 	0 	Fbattle03	3077	2933		1 	0 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	0 	0 	0 		75 		0 	0 	0 	0 	0 	9 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 
#Record	Fbattle03_1	-	-	76 	∏Jè§¥¿??	0 	256 	256 	10000 	-	0 	1 	1 	1 	2 	0 	0 	0 	0 	0 	Fbattle03_1	1421	2503		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		76 		0 	1 	1 	0 	1 	0 	0 	0 	1 	1 	1 	1 	0 	0 	1 	1 	0 	1 	1 	0 	0 	1 	0 	1 	0 	1 	0 
#Record	OX_field	-	-	77 	OXÒo??•…	0 	256 	256 	10000 	Map/OXFieldInit	0 	2 	0 	0 	2 	0 	0 	0 	0 	0 	Eld	14618	13435		0 	0 	0 	0 	1 	1 	1 	1 	0 	0 	0 	1 	0 	1 	0 	0 		77 		0 	0 	0 	0 	0 	9 	0 	0 	2 	2 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 
#Record	MHBasic	0 	2 	78 	¶∞≠g∫¡	2 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Eld	14618	13435		0 	0 	1 	0 	1 	1 	1 	1 	0 	1 	0 	1 	1 	1 	0 	0 		78 		99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 	99 
#Record	Wedding	-	-	79 	˛ˆ–n?›v	0 	256 	256 	10000 	-	0 	2 	0 	0 	2 	0 	0 	0 	0 	0 	Eld	14618	13435		0 	0 	0 	0 	1 	1 	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 		79 		0 	0 	0 	0 	0 	9 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	1 
;	"EldPri0, 1? ©T??ß÷? ◊Î¶Û∏Ø¿Q ????(?¿Q? ΩF¶J§⁄)"																																																																					
																																																																						
																																																																						
;	KQ•Ã¶— ™©ß÷ ≤ƒ´T ∫wΩU©≤ ΩbΩU?ΩF ®l?∞⁄®„ ?∞©™Õ 10ΩUøÎ?™Õ §˜®l?®„ ?																																																																					
																																																																						
;	π˙¬–ΩU??																																																																					
#Record	Job1_Dn01	00	19	80 	èP?#?¨€	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	0 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 	0 	0 		80 		0 	1 	1 	0 	1 	9 	0 	0 	1 	2 	1 	1 	1 	1 	1 	1 	0 	1 	1 	1 	0 	0 	0 	1 	0 	1 	1 
																																																																						
;	????																																																																					
#Record	Rou	00	19	81 	???	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	0 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 	0 	0 		81 		0 	1 	1 	0 	1 	0 	0 	0 	1 	2 	1 	1 	1 	1 	1 	1 	0 	1 	1 	1 	0 	0 	0 	1 	0 	1 	1 
#Record	Job2_Dn01	00	19	82 	?Ï√?#?? 2´˚	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	0 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 	0 	0 		82 		0 	1 	1 	1 	0 	9 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	1 	0 	0 	0 	1 	0 	0 
#Record	Job2_Dn02	00	19	83 	µ£??#•nÆy	1 	256 	256 	5000 	-	0 	1 	2 	0 	2 	0 	0 	0 	1 	0 	Rou	4134	6488		0 	0 	0 	0 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 	0 	0 		83 		0 	1 	1 	1 	0 	9 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	1 	0 	0 	0 	1 	0 	0 
																																																																						
;	?ØI ???																																																																					
#Record	Rou	50	51	84 	???	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	0 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 	0 	0 		84 		0 	0 	1 	0 	1 	0 	0 	0 	1 	2 	1 	1 	1 	1 	1 	1 	0 	1 	1 	1 	0 	0 	0 	1 	0 	1 	1 
																																																																						
; ±π§˜ Øv∞⁄ ¿T¿Q																																																																						
;	RouCos01_1	-	-	85 	Ÿ^#˛Í2	0 	512 	512 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		85 		0 	1 	1 	0 	1 	0 	0 	0 	1 	1 	1 	1 	0 	0 	1 	1 	0 	1 	1 	0 	0 	1 	0 	1 	0 	1 	0 
;	RouCos01_2	-	-	86 	Ÿ^#˛Í3	0 	512 	512 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		86 		0 	1 	1 	0 	1 	0 	0 	0 	1 	1 	1 	1 	0 	0 	1 	1 	0 	1 	1 	0 	0 	1 	0 	1 	0 	1 	0 
;	RouCos02_1	-	-	87 	¬Kß˙•nÆy2	0 	512 	512 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		87 		0 	1 	1 	0 	0 	0 	0 	0 	2 	2 	2 	2 	0 	1 	1 	0 	0 	1 	1 	0 	0 	1 	0 	1 	0 	1 	0 
;	RouCos02_2	-	-	88 	¬Kß˙•nÆy3	0 	512 	512 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		88 		0 	1 	1 	0 	0 	0 	0 	0 	2 	2 	2 	2 	0 	1 	1 	0 	0 	1 	1 	0 	0 	1 	0 	1 	0 	1 	0 
																																																																						
#Table	GuildTournamentMap																																																																					
#ColumnType	String[13]	BYTE	DWRD	DWRD	WORD	DWRD	DWRD	DWRD	DWRD	DWRD	DWRD	DWRD	String[32]	DWRD	DWRD	DWRD	String[32]		DWRD	DWRD	DWRD	String[32]	DWRD	DWRD	DWRD	String[32]	DWRD	DWRD	DWRD	String[32]	DWRD	DWRD	DWRD	String[32]	BYTE																																			
#ColumnName	MapIDClient	GTMapNo	StoneX	StoneY	StoneDir	GldARgX	GldARgY	GldBRgX	GldBRgY	DoorAX0	DoorAY0	DoorAD0	DoorABlock0	DoorBX0	DoorBY0	DoorBD0	DoorBBlock0		DoorAX1	DoorAY1	DoorAD1	DoorABlock1	DoorBX1	DoorBY1	DoorBD1	DoorBBlock1	DoorAX2	DoorAY2	DoorAD2	DoorABlock2	DoorBX2	DoorBY2	DoorBD2	DoorBBlock2	CheckSum																																			
#Record	GuildT01	0 	1808 	3532 	394 	765 	3588 	516 	500 	1001 	2277 	119 	door2	1026 	765 	50 	door1		3100 	1100 	0 	door5	1800 	662 	0 	door3	3400 	1100 	0 	door6	2200 	662 	0 	door4	0 																																			
#Record	GuildT02	1 	3283 	4466 	25 	3289 	4551 	3172 	1666 	2250 	4208 	36 	door4	2761 	1989 	144 	door1		3210 	4124 	0 	door5	3204 	2078 	0 	door2	4122 	4185 	170 	door6	3716 	2049 	17 	door3	1 																																			
#Record	GuildT03	2 	2327 	2201 	86 	3084 	3069 	202 	184 	3104 	2722 	0 	door2	404 	382 	39 	door1		2819 	2971 	86 	door3	1259 	627 	0 	door5	2835 	620 	0 	door4	1618 	631 	0 	door6	2 																																			
																																																																						
#end																																																																						
